"title","content","date","variant","images","verified","author","rating","product","url"
"Not bad..","Good at this price list..","07 Aug 2020","Colour: Neon Water","","Yes","Rkin.","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"The phone is amazing.","GOOD PHONE, This phone is best value for money.","04 Aug 2020","Colour: Dark Water","","Yes","Neera Neera","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"not acceptable","not very good","29 Jul 2020","Colour: Neon Water","","Yes","Sudipta Ghosh","2.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"U Can buy it","I have bought it in lockdown period at 5100.Good","28 Jul 2020","Colour: Neon Water","","Yes","Ashfaqulla Shaikh","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Nice mobile","Nice mobile Under 6k","21 Jul 2020","Colour: Fiery Red","","Yes","Manoj Kumar","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Excellent 👍","Excellent","06 Jul 2020","Colour: Neon Water","","Yes","Jagatram Rana","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Itel A46","No hands-free received although you mentioned in details...","04 Jul 2020","Colour: Neon Water","","Yes","Darshan oza","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Good. Phone","Awsome phone for starters","08 Aug 2020","Colour: Fiery Red","","Yes","Sri","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Very nice phone","good product for this money","04 Aug 2020","Colour: Dark Water","","Yes","sunil","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Best camera & battery","Phone working smooth with 8GB RAM variant Camera clearity is much better the Realme X2 & Poco X2 Battery backup is great (Full day) PUBG is working 60FPS like smooth experience","07 Aug 2020","","","Yes","vicky Makwana","4.0","Redmi Note 9 Pro Max (Aurora Blue, 8GB RAM, 128GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-A6010-Dummy-Asin_30/product-reviews/B07X1KSLCB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"This phone is awesome..","Nice phone .. Go for it without any doubts","07 Aug 2020","","","Yes","Veronica","5.0","Redmi Note 9 Pro Max (Aurora Blue, 8GB RAM, 128GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-A6010-Dummy-Asin_30/product-reviews/B07X1KSLCB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Highly recommended if you want to be disappointed.","Nokia has tried it's best to screw it's reputation and not to rise again. They didn't used a tiny bit of their brain nor the knowledge. The development team was 'high"" and let the product in the market. At this price, they could have developed something jaw-dropping. Very cheap quality plastic instead of metal or good quality materials. The phone feels worst then 339Rs Chinese phone. 1. They didn't put an effort to put USB C charging port. 2. In the era of Nano SIM they have placed Mini SIM slot, even though they could have placed a SIM adopter. 3. When network is in the transaction from 4G to 5G, and Jio is offering 4G phone at 700Rs, Nokia just launched a 2G phone. 4. The speaker quality is so bad and outdated. Highly impressed by the effort of nokia to disappoint its fan club. ITS NOKIA'S BEST STRATEGY TO BECOME WORST COMPANY IN MARKET AND NEVER RISE AGAIN.","27 Jun 2020","","","Yes","A Confused Customer","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Basic phone with a twist.","Basic phone, camera ok. Music player is good. Best delivery by Amazon.","24 Jun 2020","Colour: Black/Red","","Yes","Saugata","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"BEST PHONE","GOOD PHONE MADE BY NOKIA 1. EASY TO CARRY 2. GOOD DISPLAY 3. COMFORT KEYPAD (EASY TO USE) 4.THANKS TO AMAZON NEXT DAY DELIVERY 5.MISSING WHATS APP 6. BATTERY  BACKUP GOOD","24 Jun 2020","","","Yes","Amazon Customer","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Not as exciting as previous Nokias! Don't expect a flagship phone for 3000 bucks!","Nice edges, good looks, no issues regarding network, voice is good and the sound is great too! I didn't expect any earphones, but to my surprise nice black earphones were in the box. Simple phone. But after using Samsung Guru Music, this phone is not as slim as the Samsung one and no shortcuts as Samsung phone. And the back panel doesn't fit completely, some gap is seen, so giving four stars. I bought this for 3,100/- so okay. Don't expect","27 Jun 2020","","","Yes","T Jayanth","4.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Review from someone who owns a iPhone 8 Plus","My primary phone is iPhone 8 Plus, and today I got delivery of this phone. The body is amazing to hold. Could easily transfer 350 contacts via Bluetooth from Samsung basic phone. Music which I played via Radio is real loud. Love the phone. Can’t get over the body shell of phone. It’s so light and feels even better than my iPhone . Go for it. Buy it.","26 Jun 2020","Colour: Black/Red","","Yes","Mayank","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"First review","Nice phone superb sound . but same old software . big sim slot . if you like to listen to good quality music then u can buy it .","24 Jun 2020","","","Yes","Sonu shaw","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Decent phone,looks good.","Good looking Mobile.the white n red combo stands out. The phone seems slippery to use, sound from the wireless FM is really good. It has asphalt,ninja assassin , snake and one more game. It also has a broader,  Facebook already installed. Should try to see how it works. To the future buyers, there's no refund or replacement with diff color available. Was gonna give to my dad, but Mom was like black Wud hv been good for dad.Also there are no proper back covers or such for these Mobiles.gotta check how the call quality n signal is.willu update after a while","26 Jun 2020","","","Yes","ChonuLewis","4.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Not like the old nokia handsets!","Cheap plastic body, not upto expectation, high price for the quality of the material used, People who are expecting the feel of old nokia handsets will be highly disappointed. Think before you order! Thank you!","25 Jun 2020","Colour: Black/Red","","Yes","siddeshwar","2.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Awesome nokia creation","This is a marvelous phone super quality music playback I loved it the headphone quality is great","25 Jun 2020","Colour: Black/Red","","Yes","Vincent k. C.","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Okay Feature Mobile","Hearing volume during call is Good and dual speakers are loud enough. Build Quality is Cheap. Feels light weight. Not as Expected.  Better to go with some other feature mobile in samsung.","25 Jun 2020","Colour: Black/Red","","Yes","Mothi","2.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good keypad phone with LOUD sound","A pocket friendly phone that fulfills all the basic needs.. Pros: Sleek design with less weight LOUD volume. Helpful for elder people. Good call quality. Display is bright. Battery life is decent. Cons: Plastic body.. Feels delicate compared to other phones in this segment Price could be less. Poor camera.. Should have provided atleast 1.3MP or 2Mp camera for this price. A phone that reminds our college days!!","26 Jun 2020","Colour: Black/Red","","Yes","Nagarjuna Venkat","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"...","Loved  it","24 Jun 2020","Colour: Black/Red","","Yes","Gopikanta goswami","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Awesome...but price is little bit more","Asusual gudkeypad phone from NOKIA ♥️ But delivery was little bit late","24 Jun 2020","Colour: Black/Red","","Yes","ganesh komsa","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Good battery and voice quality.","I was using Nokia 225 for 6 yrs and I was looking for a better handset for secondary usage. So far I am loving it for voice quality and battery backup. Battery is also getting charged very quickly.","26 Jun 2020","Colour: Black/Red","","Yes","Amazing","4.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Quality doesn't matches the cost of the phone.","Just now I received the phone, My first impression is very bad on this. Very low quality plastic used for body and it gives a very cheap look, not matches the price they charged. Even display quality is pathetic. I'm utterly disappointed.","27 Jun 2020","Colour: Black/Red","","Yes","Jai","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Good but Retro is Still the King","Nokia 5130 was my first multimedia phone back in 2010. However the return of this retro design is not as good as the original one. Still worth the money you pay for the iconic status it carry.. Things I loved Dual Stero Speakers ( one hell of sound it's extremely liud, with quality ) Wireless FM Radio Things I missed from the original one The metalic body ( this one is made from plastics ) The lights that were on the side of the screen Overall it a good product, fan of original one might be disappointed slightly, still worth for the money.","27 Jun 2020","Colour: Black/Red","","Yes","Manu Thankachy","4.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Cheap body","Honest opinion body quality is very cheap....after using I will give battery review ...","25 Jun 2020","","","Yes","Rajat k.","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Modernised phone","It's not like old 5310","23 Jun 2020","Colour: Black/Red","","Yes","Manzu Sk","3.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Worst","Third class phone, waist of money","26 Jun 2020","Colour: Black/Red","","Yes","Sunny","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Nice music phone...","It has been 3 days after using this phone and must say it is a charming candy-bar design music phone which can help you get a proper digital detox for sure.  Having ordered both white and black, white one feels like it’s made of very cheap quality plastic. But the black one looks fine. Coming to the pros and cons of the phone- PROS- a) Nice build quality b) Separate buttons for music control and dual front speakers c) Excellent battery capacity (Its been 3 days and battery is still above half) d) No non-sense apps e) This is faster than Jio Phone (even if it only has 8MB RAM) f) It has one got one year replacement guarantee CONS- a) Namesake camera b) Wireless FM was not able to catch radio stations (Maybe because of weak signal) c) Does not support 3G/4G so a big ‘no’ to RJio d) Slightly expensive (Well its 'Nokia') For a basic phone this is the best. Cannot expect anything more…","08 Jul 2020","Colour: Black/Red","","Yes","Aditya Adiga","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Not satisfied","I didn't see a keypad mobile getting hanged. This is the first time I see Keypad button material is poor Build quality is poor Totally they have put a nokia sticker to a china phone This is not the nokia phone that I see before Very unsatisfied","01 Jul 2020","Colour: Black/Red","","Yes","Sree Charan Koduri","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Phone for Mom!!","I order this phone for my mom. I hope she likes it!! :)","23 Jun 2020","","","Yes","Sanjay","4.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Nokia Is Always Nice","Very Nice,Good For Secondary No.","23 Jun 2020","","","Yes","Arun Kumar","5.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"R","I will never see this type of poor quality mobile in my life","26 Jun 2020","Colour: Black/Red","","Yes","Raju","1.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Really money worthy but I have received a damaged phone by using it for just 5 days.","This keypad handset is just awesome after using by half day I feel like I was really having a high end phones in keypad range really awesome performance allround. Price never matters just phone matters in performance, I have received a high level of performance from this phone in every aspect described by the Nokia company on Amazon platform. After one week I faced battery draining issues and network dropping suddenly and comes back after or before switching off the mobile.","02 Jul 2020","Colour: Black/Red","","Yes","Aggi lovez","2.0","Nokia 5310 (Dual Sim, Black/Red)","https://www.amazon.in/Nokia-5310-Dual-Sim-Black/product-reviews/B08BG8L72Q/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
